qid	Q0	docno	label	document	query
E60	Q0	560181649913044992	0	مباراة رايعة كلها هجمات	تفجيرات في بغداد وسامراء والفلوجة في العراق
E16	Q0	551402599220383745	1	لبنان يفرض تأشيرة دخول على السوريين للمرة الأولى في التاريخ http://t.co/V2h2G7Yz22	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	551352946659971072	1	#لبنان يفرض للمرة الاولى سمة دخول على السوريين - صحيفة الوسط البحرينية http://t.co/082oEhJdfu	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	551748575458127872	1	#العراق لبنان يفرض للمرة الأولى تأشيرة دخول على السوريين: لبنان يفرض للمرة الأولى تأشيرة دخو... http://t.co/VcJ8He13YT #السعودية	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	551375390854639616	1	لبنان يفرض للمرة الأولى سمة دخول على السوريين - أ. ف. ب. http://t.co/nYk3pNZlJp	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	551373477421125633	1	#المواطن : للمرة الأولى.. لبنان يفرض “تأشيرة دخول” على السوريين: أعلن لبنان فرض التأشيرة على المواطني... http://t.co/2eqA1fYuNv #saudi :	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	551749234014183424	1	#الاردن لبنان يفرض للمرة الأولى تأشيرة دخول على السوريين: لبنان يفرض للمرة الأولى تأشيرة دخول على ... http://t.co/4EcO4AYsgx #سوريا	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	551673568988504065	1	لبنان يفرض تأشيرة دخول على السوريين للمرة الأولى في التاريخ http://t.co/CEtfvyWCad	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	551320806064943105	1	http://t.co/9mEHzcQp02 لأول مرة.. لبنان تفرض تأشيرة دخول على السوريين http://t.co/RbGrHAXJTZ	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	551382378258526209	1	فرانس24: لبنان يفرض على السوريين تأشيرة دخول إلى أراضيه http://t.co/Svy61XMKXI	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	551559080351776768	1	#news لبنان يشدد إجراءات دخول السوريين إلى أراضيه http://t.co/JvAQvaKN7r	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552853223971622913	0	معاناة اللاجئين السوريين في لبنان بسبب الثلوج http://t.co/2mx8yVHAO6	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552480938043904000	0	مع وصول العاصفة الى #لبنان تابعوا تغطيتي على #الجزيرة من بلدة #عرسال عن أوضاع اللاجئين السوريين #سوريا #القلمون	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552539393542856704	0	@MunaAbuSulayman مشكلة اللاجئين السوريين في لبنان و الأردن و تركيا	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552924262965600256	0	سوري يحمل جثمان ابنه الذي مات متجمداً من شدة البرد بمخيمات اللاجئين السوريين في #لبنان #أطفال_سوريا_يموتون_من_البرد http://t.co/xbbNkLs7rq	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552921326596284416	0	سوري يحمل جثمان ابنه الذي مات متجمداً من شدة البرد بمخيمات اللاجئين السوريين في #لبنان#أطفال_سوريا_يموتون_من_البرد http://t.co/t58y7OeUb8	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552573410128060417	0	#عاجل عاصفة ثلجية تضرب لبنان والأردن قريباً #أيها_الغني إخواننا السوريين في لبنان والأردن سيتجمدون http://t.co/0y2lh0JFlr	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552135390073597952	0	قلق أممي من وضع اللاجئين السوريين في لبنان: http://t.co/5UFb3CpICt	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552856033924640769	0	تضيق وفزعة الله قريبه..مخيم اللاجئين السوريين في لبنان صباح هذا اليوم..!! http://t.co/JudTTkPJsF	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552655304375021568	0	#شبكة_سوريا_24 | #syrian24_net #مهم جدا | #للنشر أرقام طوارئ لـ اللاجئين السوريين في (تركيا و لبنان) من أجل... http://t.co/qEGypDt8Eo	فرض لبنان تأشيرة دخول للسوريين
E16	Q0	552794797686423552	0	#الوطن | عاصفة ثلجية في #لبنان تهدد سلامة اللاجئين السوريين http://t.co/myCrcHbcOw	فرض لبنان تأشيرة دخول للسوريين
E10	Q0	551702488479326208	1	مقتل 31 متشددا وتدمير معسكر تدريب في غارات جوية بباكستان http://t.co/YbTtCiJFcA http://t.co/RVjkgRnnDt	مقتل مسلحين في غارات في باكستان
E10	Q0	551677503392067586	1	مقتل 39 متمردا في غارات جوية في باكستان ↓ بالتفصيل ↓ http://t.co/BE5FeABTkZ http://t.co/5nWEYLpoGx	مقتل مسلحين في غارات في باكستان
E10	Q0	551996943694852096	1	مقتل 41 مسلحا بغارات جوية في باكستان - الرياض - الرياض مقتل 41 مسلحا بغارات جوية في باكستان الرياض أفاد مسؤولون... http://t.co/jIpokOC2Vj	مقتل مسلحين في غارات في باكستان
E10	Q0	551660889372639233	1	مقتل 6 مسلحين في غارة بطائرة من دون طيار في باكستان http://t.co/JlsONsqc9D	مقتل مسلحين في غارات في باكستان
E10	Q0	551714991624040448	1	كونا : مقتل عشرة مسلحين في غارة جوية امريكية شمال باكستان - الدفاع والأمن - 04/01/2015 http://t.co/UXnUghvcpV	مقتل مسلحين في غارات في باكستان
E10	Q0	551625617955762176	1	باكستان: مقتل 31 مسلحا في غارات جوية جديدة شمالي البلاد	مقتل مسلحين في غارات في باكستان
E10	Q0	551764160951099392	1	غارات جوية باكستانية تقتل 41 متشددا في المناطق الشمالية الغربية القبلية	مقتل مسلحين في غارات في باكستان
E10	Q0	551699920172752896	1	مقتل عشرة مسلحين في غارة جوية امريكية شمال باكستان | جريدة القبس http://t.co/iMNft4Pweu	مقتل مسلحين في غارات في باكستان
E10	Q0	551629546668425216	1	أ ب: الجيش الباكستاني يقتل 31 متشددا ويدمر معسكر تدريب في غارات جوية قرب الحدود الأفغانية http://t.co/e5VWmW6rbC	مقتل مسلحين في غارات في باكستان
E10	Q0	551679113707024384	1	مقتل حوالي أربعين متشددا في غارات جوية في باكستان http://t.co/SFLIgKNSi1	مقتل مسلحين في غارات في باكستان
E10	Q0	551496170095128578	0	#ليبيا | غارات جوية على مصراتة واشتباكات قرب أكبر ميناء لتصدير النفط شرق ليبيا - رويت... http://t.co/JBGRdYPYpo #Libya #أخبار #news	مقتل مسلحين في غارات في باكستان
E10	Q0	552124593872584704	0	"ليبيا.. إعادة حفتر إلى الخدمة.. غارات جوية على ""مصراتة"" http://t.co/H4CweuZ0OC"	مقتل مسلحين في غارات في باكستان
E10	Q0	551355450193879041	0	وأضاف الشيخ: لو قتل -فرضا- كل قيادات الحركة في غارات جوية سيأتي قادة جدد وسيستمرون في القتال لإعلاء كلمة الله التي لا ترتبط بموت أحد أو أكثر	مقتل مسلحين في غارات في باكستان
E10	Q0	551091506371514368	0	الحمدالله علي كل الحال. باكستان مركز الاسلام باكستان أحلام أنبياء دار المجاهدين http://t.co/hsQdAPcvce	مقتل مسلحين في غارات في باكستان
E10	Q0	551161274847862784	0	@MohammadAlHoti طيب باكستان 😂	مقتل مسلحين في غارات في باكستان
E10	Q0	552099549888540673	0	عاجل | طيران الاحتلال يشن غارات وهمية في عرض بحر غزة	مقتل مسلحين في غارات في باكستان
E10	Q0	551674682546847746	0	بالفيديو | غارات جوية تستهدف مواقع المسلحين بـ مصراته غربي #ليبيا https://t.co/moLgr5Uk0L	مقتل مسلحين في غارات في باكستان
E10	Q0	550986570359382017	0	إعلاميون بلا حدود -#الرقة || #عاجل ثلاث غارات جوية من طائرات التحالف الدولي حتى الأن تستهدف منطقة الرومانية .... http://t.co/vTbEb3GSmA	مقتل مسلحين في غارات في باكستان
E10	Q0	551361310219595776	0	بوابة الأسبوع | طيران حفتر يشن غارات علي مصراته http://t.co/mzbrhOxi16	مقتل مسلحين في غارات في باكستان
E10	Q0	551960374195806208	0	مقتل ستة من طالبان في غارة أمريكية بباكستان - صحيفة ناس الالكترونية http://t.co/1BtMqhyhbh #عاجل #AS	مقتل مسلحين في غارات في باكستان
E18	Q0	552184735389073408	1	قوات التحالف تنفذ 20 ضربة جوية أخرى ضد تنظيم داعش بالعراق وسوريا #الطائف #السعودية #saudi #ksa	قوات التحالف تقصف داعش في العراق
E18	Q0	551789360647913472	1	التحالف الدولي يشن سبع غارات على مواقع (داعش) في سوريا والعراق: واشنطن - 4 - 1 (كونا) -- اعلنت القيادة المركزي... http://t.co/JtfnZFRDcW	قوات التحالف تقصف داعش في العراق
E18	Q0	553110544841191424	1	"ست عشرة غارة جوية في مدينة كوباني وسط تراجع مستمر لمسلحي""داعش"" شنت طائرات التحالف الدولي العربي أكثر من ست عشرة... http://t.co/tPap5Jwuan"	قوات التحالف تقصف داعش في العراق
E18	Q0	552977497772396544	1	BBC عربي: البنتاغون: غارات التحالف استهدافت 3.222 هدفاً لتنظيم الدولة في العراق وسوريا http://t.co/sSrnZjfNab وماذا كانت النتيجة؟؟؟؟؟	قوات التحالف تقصف داعش في العراق
E18	Q0	552464521433219074	1	"الجيش الأميركي: طائرات قوات التحالف شنت 10 غارات في سوريا و2 في العراق على مواقع لـ""تنظيم الدولة"" #Syria #14march #Lebanon #Iraq #USA"	قوات التحالف تقصف داعش في العراق
E18	Q0	552505509103042560	1	"قوات التحالف تشن 12 غارة على مواقع تنظيم ""داعش"" في سوريا والعراق 2015/1/6 شنت قوات التحالف الدولي بقيادة... http://t.co/e8VTowWWoO"	قوات التحالف تقصف داعش في العراق
E18	Q0	552972061702762496	1	البنتاغون: غارات التحالف استهدافت 3.222 هدفاً لتنظيم الدولة في العراق وسوريا http://t.co/FJkIKhUMP9 #BBCArabic	قوات التحالف تقصف داعش في العراق
E18	Q0	552104465768407040	1	الجيش الأميركي: طائرات التحالف شنت 14 غارة في سورية و6 في العراق على مواقع لداعش .	قوات التحالف تقصف داعش في العراق
E18	Q0	552855727459794944	1	مقتل فرنسي من تنظيم «داعش» بغارات لطيران «التحالف الدولي» على كوباني http://t.co/0iSDSj9Fwz	قوات التحالف تقصف داعش في العراق
E18	Q0	552185621309960192	1	قوات التحالف تنفذ 20 ضربة جوية أخرى ضد تنظيم داعش بالعراق وسوريا #جازان #السعودية #saudi #ksa	قوات التحالف تقصف داعش في العراق
E18	Q0	552088447012601856	0	كرد كوباني يتقدمون على حساب #داعش #ولاية_الرقة #ولاية_صلاح_الدين #ولاية_الأنبار #ولاية_كركوك #ولاية_ديالى http://t.co/woJv25XUIE #السعودية	قوات التحالف تقصف داعش في العراق
E18	Q0	552793501801254913	0	غارات التحالف الدولي قد تكون اوقعت ضحايا مدنيين في سوريا والعراق http://t.co/6jeJPGUSq2	قوات التحالف تقصف داعش في العراق
E18	Q0	551678949743665152	0	سوريا: غارات التحالف قتلت الف داعشي خلال 3 شهور #ولاية_الرقة #ولاية_الأنبار #ولاية_كركوك #ولاية_ديالى http://t.co/Ug85ChFJo1 #القاعدة	قوات التحالف تقصف داعش في العراق
E18	Q0	552170383701725185	0	عاااااااااااااااجل جنوب شرق كوباني في الحي المقتلة تم إستهداف بأوكار داعش الإرهابي بصاروخين من أبو حسين	قوات التحالف تقصف داعش في العراق
E18	Q0	552686832786235392	0	سوريا.. مقتل العشرات من داعش في كوباني: http://t.co/q7nSAZNFqz	قوات التحالف تقصف داعش في العراق
E18	Q0	552894474704408576	0	@Othman130209 عسكرية المادة التي وجدتها الوحدات الكردية مع داعش في كوباني كانت قديما للخيول واحيانا الحمير في المعارك لتنشيط دورتها الدموية	قوات التحالف تقصف داعش في العراق
E18	Q0	552917572954243072	0	داعش يتكبد 60 قتيلاً في كوباني .. http://t.co/uEQRdIbazj	قوات التحالف تقصف داعش في العراق
E18	Q0	553247353856344065	0	#عين_عرب #كوباني سيطرة قوات الحماية الكردية على حوالي 80% من مدينة عين العرب بريف حلب الشمالي بعد اشتباكات عنيفة مع جماعة داعش الارهابية	قوات التحالف تقصف داعش في العراق
E18	Q0	553257583881252864	0	مقتل العشرات من #داعش في #كوباني #ولاية_صلاح_الدين #ولاية_ديالى #ولاية_الأنبار #ولاية_الرقة #ولاية_نينوى http://t.co/2jtazEF7kM^	قوات التحالف تقصف داعش في العراق
E18	Q0	552595208014413825	0	"ناشطون: مقتل 41 من عناصر ""داعش"" في عين العرب (كوباني) http://t.co/v57PGIyxMs"	قوات التحالف تقصف داعش في العراق
E26	Q0	553231390809268226	1	100 قتيل في هجوم لجماعة بوكو حرام على مدينة في شمال شرق نيجيريا.	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553233957412540416	1	عاجل | مقتل مئة شخص على الأقل على أيدي مسلحي بوكو حرام في شمال شرق نيجيريا http://t.co/7fF56l92ht	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553405624080269312	1	اخبار / نيجيريا: بوكو حرام تدمر 16 بلدة وقرية في شمال شرق البلاد فرع داعش الليبية تعلن اعدام صحافيين تونسيين جماعة هدفهم تدمير اوطانهم	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553836076188446722	1	"هل قتلت ""بوكو حرام"" 2000 وشردت 30 ألف بهجمات شمال شرق نيجيريا؟: قالت مصادر نيجيرية مسؤولة إن ما يزيد عن 30 ألف... http://t.co/h3Mj4xnKN5"	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553252115712184321	1	جماعة بوكو حرام تدمر 16 بلدة وقرية في شمال شرق نيجيريا	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553222032968515584	1	أ ف ب: جماعة بوكو حرام تدمر 16 بلدة وقرية في شمال شرق نيجيريا	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553274298031276032	1	"""بوكو حرام"" تقتل 100 شخص مطلع الأسبوع - العرب والعالم http://t.co/6m0UE7xxsM عبر @@millionya news"	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553624242903064576	1	على جنب كده بوكو حرام عملوا مذبحة صغيرة في نيجيريا و مات 2000 واحد...... http://t.co/4dqqvuTaNe	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553237943167352836	1	بوكو حرام تدمر 16 بلدة وقرية في شمال شرق نيجيريا: دمرت جماعة بوكو حرام المتطرفة بالكامل 16 بلدة وقرية على ضف... http://t.co/tebGU1lGdv	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553276421758386179	1	بوكو حرام تقتل أكثر من 100 شخص بنيجيريا http://t.co/wSdfyMpDjN	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	552634155331100672	0	#تداول عام / مسؤول عسكري: سقوط قاعدة عسكرية في أيدي عناصر بوكو حرام: أبوجا 15 ربيع الأول 143... http://t.co/bnE6H70nhO #السعودية	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	554013805920141314	0	@ehabammar1 نعم الفرنسيين ليسوا قدوة لنا ، و ماذا عن عدم تعاطفك مع ضحايا بوكو حرام او ضحايا داعش في العراق باختلاف انتمائتهم	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553375106190155777	0	مسؤولون: هجمات بوكو حرام الأخيرة ربما تسببت في مقتل المئات - وكالة عمون… http://t.co/vgJUpk8elX - http://t.co/HBsx9YuVID #news	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553870808808816640	0	القوات النيجيرية تشن هجومًا على معقل بوكو حرام: القوات النيجيرية تشن هجومًا على معقل بوكو حرام http://t.co/16DEcxW2kL	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	552842202024390657	0	مجموعة بوكو حرام تهدد رئيس الكاميرون: كانو- (أ ف ب): هدد زعيم جماعة بوكو حرام الاسلامية المتطرفة ابو بكر شيكاو... http://t.co/Pa2ZWljitF	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553560178679771136	0	@AboShla5Libraly @AJArabic بوكو حلال لهم بوكو حرام علينا	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553609890212884480	0	بوكو حرام .....حرام فعلا الناس دي تفضل عايشة بنا http://t.co/Y0E0VptOla	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553045492704489472	0	جماعة بوكو حرام تهدد رئيس الكاميرون قناة العالم الأخبارية http://t.co/Jq5cTEwLhc	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	552256642554023938	0	"""بوكو حرام"": ذريعة جديدة للتدخّل في جنوب ليبيا http://t.co/0vk1VBVReW"	حرق بوكو حرام بلدة باغا النيجيرية
E26	Q0	553928907640958977	0	@m_s_albishr وما جماعة بوكو حرام وبعض منتسبي داعش إلا أمثلة حديثة لما ذكرتم..	حرق بوكو حرام بلدة باغا النيجيرية
E41	Q0	555670076209504256	1	في قضية اختلاس أموال عامة.. محكمة النقض المصرية تقضي بإعادة محاكمة مبارك http://t.co/MLVH1Nx9xm	إعادة محاكمة مبارك في قضية القصور
E41	Q0	555414495846498304	1	#حتى_لا_ننسى محلب عضو لجنة السياسات ورئيس المقالون العرب السابق الذى جدد بنفسة كل قصور الرئاسة مع ابراهيم سليمان http://t.co/udf4MT728p	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554911787527987200	1	قبول طعن #المخلوع #مبارك على الحكم بالسجن في قضية #القصور_الرئاسية	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554905002808836096	1	"الجزيرة: النيابة المصرية تطالب بقبول الطعن واعادة محاكمة مبارك ونجليه في قضية ""قصور الرئاسة"" #خبر"	إعادة محاكمة مبارك في قضية القصور
E41	Q0	555068286925549568	1	محكمة مصرية تقرر إعادة محاكمة مبارك ونجليه في قضية فساد http://t.co/GfXgNvGSQF	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554918831651823616	1	يآختىى دآ ايه اﻵخبآر اللي ع الصبح دي .. مآكنت نآيمة .. قالك مبآرك مقدم نقض ع قضية قصور الرئاسة .. آآآي قولوني الصغير ﻻ يحتمل يآ وﻻد الكلب	إعادة محاكمة مبارك في قضية القصور
E41	Q0	555038432146493441	1	": محكمة النقض تقبل الطعن المقدم من الرئيس المخلوع حمارك و نجلية شكلا و موضوعا و تعيد محاكمتهم فى قضية القصور الرئاسية..براءة"""	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554928135024566272	1	أخبار مصر تنشر التفاصيل الكاملة لجلسة طعن مبارك ونجليه في قصور الرئاسة http://t.co/lYRU027CVu	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554924077782036480	1	"""@Masrawy: ننشر كواليس جلسة طعن مبارك ونجليه في قصور الرئاسة http://t.co/HcWDaRYC9r http://t.co/JHpC05hlYU"""	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554956751301132288	1	| قناة العالم | النقض المصرية تقبل طعن مبارك ونجليه بقضية قصور الرئاسة http://t.co/dydw5h1VGw	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554641783960133632	0	"a7a ""@Cairotoday: النيابة تقرر الطعن على حكم براءة 26 متهما في قضية حمام باب البحر."""	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554382048534601728	0	اتمنى إعادة البعض غُرباء كي لا نفقدهم🔕💞	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554270999668359168	0	"مصر: محكمة النقض تقبل طعن النيابة في حبس""أنس الفقي"" قضت محكمة النقض المصرية، اليوم الأحد، قبول الطعن المقدم من... http://t.co/CuuqKobwsy"	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554933385781448705	0	الديب : قاضى قصور الرئاسة افصح عن نيته بادانة مب� #اخبار|#عمرو دياب http://t.co/oFeThn3yAR	إعادة محاكمة مبارك في قضية القصور
E41	Q0	555455043105607683	0	هل من الممكن تفجير هذا العالم ، ومن ثم إعادة تجميعه !!	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554278431920488448	0	@amyelsokary ايوه يا ايمي .... قبلت نقض النيابه العامه .... يعني النيابه رأت ان سنه غير كافيه .... و بعدين محكمة النقض تقبل النقض لأسباب شتي	إعادة محاكمة مبارك في قضية القصور
E41	Q0	555486731940937729	0	@eelsehabi كذب المخلوع حر طليق قبل ثلاثة أعوام	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554685782158348289	0	المهندس الصبيح : قضية التزوير المالي في البلدية بعهدة النيابة العامة | جريدة القبس http://t.co/rg0BvZVRsm	إعادة محاكمة مبارك في قضية القصور
E41	Q0	554240881373765632	0	النقض تقبل طعن النيابة على حبس وزير الإعلام الأسبق أنس الفقي سنة وتغريمه 8ر1 مليون جنيه في اتهامه بالكسب غير المشروع وتقرر إعادة محاكمته	إعادة محاكمة مبارك في قضية القصور
E41	Q0	555316796090097664	0	@Ashwagzhr اصلاً عادي بشوفها إعادة😥	إعادة محاكمة مبارك في قضية القصور
E38	Q0	554698957197410304	1	#إختراق_حساب_القيادة_المركزية_الأمريكية ايضا تم اختراق أجهزة الجيش الأمريكي ونشر معلوماتهم واختراق شبكة البنتاقون	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554708246888333312	1	اختراق حسابي القيادة المركزية الأمريكية على تويتر ويوتيوب: قراصنة يخترقون حسابي القيادة المركزية الأمريكية على موقعي تويتر ويوتيوب. و...	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554806822834413568	1	واشنطن تقلل من اختراق تويتر ويوتيوب القيادة المركزية http://t.co/6Q4YpgL8vq	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554703174691725315	1	"#عاجل: اختراق حساب #القيادة_المركزية_الأمريكية على تويتر من قبل جماعة تسمى نفسها ""الخلافة السيبرانية"". http://t.co/iSywz9y3AH"	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554738643319803906	1	هاكر من داعش ينجحون في اختراق حساب القيادة المركزية الامريكية على تويتر http://t.co/zvhmMJjH8A ويغرد	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554763650276544512	1	"""@5stawy2: اختراق حساب اليوتيوب التابع الى القيادة المركزية الوسطى الامريكية! #إختراق_حساب_القيادة_المركزية http://t.co/snoJowg4iC"	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554942323428040704	1	موقع كلمتي: دلالات اختراق داعش لحساب القيادة المركزية الأمريكية على تويتر http://t.co/keuowd6vWn	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554807955422339073	1	واشنطن تقلل من اختراق تويتر ويوتيوب القيادة المركزية http://t.co/cvkCHi3UFL	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554943911794593792	1	دلالات اختراق داعش لحساب القيادة المركزية الأمريكية على تويتر http://t.co/C4QEjnCqaY	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554877126105509888	1	(داعش) يخترق الحسابات العسكرية الأمريكية: قالت وزارة الدفاع الأمريكية (البنتاجون) إن حسابي القيادة المركزية ال... http://t.co/mPP2yoqn5R	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554581949717549056	0	#KSA اختراق حزب الله للمنطقة يصطدم بجدار الممانعة الخليجية: اختراق حزب الله للمنطقة يصطدم بجدار الممانعة ... http://t.co/YoDwRK3Ugo #UAE	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554564798818439169	0	#دبي اختراق حزب الله للمنطقة يصطدم بجدار الممانعة الخليجية: اختراق حزب الله للمنطقة يصطدم بجدا... http://t.co/angarmoRxz #القاهرة	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554587842274263042	0	#البحرين اختراق حزب الله للمنطقة يصطدم بجدار الممانعة الخليجية: اختراق حزب الله للمنطقة يصطدم بجدار المما... http://t.co/angarmoRxz #Uae	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554582192441933825	0	#Eygpt اختراق حزب الله للمنطقة يصطدم بجدار الممانعة الخليجية: اختراق حزب الله للمنطقة يصطدم بجدار الممان... http://t.co/8dfVB7KUSH #Gaza	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	555016407356690432	0	اختراق الفيس بثلاث طرق فقط 2013بدوووون بدوووون برنامج YouTube http://t.co/DFjSI33kNq عبر @youtube	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554073170437627904	0	@3ajel_news اعطيكم خبر انشروه تم اختراق منتديات أنت مع من أحببت من قبل الروافض حسبنا الله ونعم الوكيل http://t.co/nbzRppqpdd	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554563364731363328	0	#المحرق اختراق حزب الله للمنطقة يصطدم بجدار الممانعة الخليجية: اختراق حزب الله للمنطقة يصطدم ب... http://t.co/DdRwTKIEaO #الفجيرة	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554591536453660672	0	#Bahrain اختراق حزب الله للمنطقة يصطدم بجدار الممانعة الخليجية: اختراق حزب الله للمنطقة يصطدم بجدار ال... http://t.co/zeJ2lqwuOn #Saudia	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554560061771497472	0	#دمشق اختراق حزب الله للمنطقة يصطدم بجدار الممانعة الخليجية: اختراق حزب الله للمنطقة يصطدم بجدار ا... http://t.co/KcBdxoP5qS #صنعاء	اختراق داعش حسابات القيادة المركزية الأمريكية
E38	Q0	554587182308925440	0	#الرياض اختراق حزب الله للمنطقة يصطدم بجدار الممانعة الخليجية: اختراق حزب الله للمنطقة يصطدم ب... http://t.co/s6gfTaIP8G #القاهرة	اختراق داعش حسابات القيادة المركزية الأمريكية
E01	Q0	550265054273097729	1	تفجير انتحاري يودي بالعشرات في المركز الثقافي في إب: تفجير انتحاري يودي بالعشرات في المركز الثقافي في إب http://t.co/xgRXDdsxYA	تفجير انتحاري في اب
E01	Q0	550366479448023040	1	لاحول ولاقوة الى با الله قالت مصادر امنيه في محافظة اب ان من ضمن القتلى الذين سقطوا اليوم في التفجير الانتحاري في... http://t.co/N1dBRVtWQS	تفجير انتحاري في اب
E01	Q0	550312917443563520	1	أحد ضحايا التفجير في إب	تفجير انتحاري في اب
E01	Q0	550257674433347585	1	اليمن ..مقتل 33 حوثيًّا في تفجير انتحاري قام به مجهول يرتدي زيًّا نسائيًّا http://t.co/zZrKPic35U #اليمن - http://t.co/Gk01IxRLxX	تفجير انتحاري في اب
E01	Q0	550292979794341888	1	#اليمن: ارتفاع عدد ضحايا التفجير الانتحاري في إب إلى 23 شهيدا و48 جريحا	تفجير انتحاري في اب
E01	Q0	550298314005303297	1	"في تفجير انتحاري نحو 20 قتيلاً و 25 جريحاً حصيلة ""مذبحة"" المركز الثقافي بمحافظة إب عن أي إسلام تتحدثون يا... http://t.co/m69kUmPgz9"	تفجير انتحاري في اب
E01	Q0	550426786174337026	1	الحقيقة انني اشعر بالاشمئزاز نتيجة منشورات بعض المفسبكين (الشواذ) الذين يتشفون ويبررون التفجير الانتحاري الجبان... http://t.co/Uzu8Js5271	تفجير انتحاري في اب
E01	Q0	550227196170997760	1	في اللواء اﻻخضر ينزف الدم اﻻحمر .. تفجير انتحاري يودي بحياة عدد من اليمنيين اﻻبرياء المحتفلين بالمركز الثقافي... http://t.co/qyI4lBVUsS	تفجير انتحاري في اب
E01	Q0	550570386954280960	1	#Yemen #اليمن #عدن مروحيتان تنقلان مصابي التفجير الإرهابي في اب للعلاج بصنعاء http://t.co/G6qfqYUL3j	تفجير انتحاري في اب
E01	Q0	550220483942449152	1	عاجل #إب: شهداء وجرحى في تفجير انتحاري استهدف المركز الثقافي في مدينة إب خلال فعالية بمناسبة المولد النبوي الشريف http://t.co/tfAKLqpVOS	تفجير انتحاري في اب
E01	Q0	549989398784532485	0	ليبيا.. إصابة 3 نواب في تفجير انتحاري أمام البرلمان http://t.co/sSrwgXtFhe	تفجير انتحاري في اب
